,video_id,comments
2505,5jKcG86bNRs,"['she made folklore', 'Its right now 09.11.23 and this video was 13 yrs ago and has 1.3 million views and thirteen years later Tay released her version, SO MANY 13💙💙💙', 'Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333)).', '✨ TAYLOR SWIFT!!💜💙❤️..............................................................................................................................................................................................................................................................................', '13 years late, but SLAY TAY TAY!', 'it’s been 13 years and this video got 1.3 million views😮😮😮', '13 yrs later!?', 'ITS BEEN 13 YEARS!!!', 'This is so entertaining and just so pretty thank you for inspiring us and always keeping us happy!! Your music is the best!!❤❤❤❤❤❤❤', ""the fact she's dressed as dolly parton while she imagines herself as a music star is so cute""]"
2506,QQVHNOxYv5E,"['Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333))))...', '✨ TAYLOR SWIFT!!💜💙❤️............................................................................................................................................................................................................................................................................', 'The fact that this aired on the same channel as My Little Pony is a bit mindbreaking.', '0:17 *“This is one of the golden ages of my life”*\n\nIn castles crumbling she has the line “Once i had an empire in the golden age...” 😱', 'Life when the hub existed', 'NO ONE (NOT EVEN TAYLOR SWIFT) WILL UNDERSTAND HOW MUCH I ADORE THE ENTIRE FEARLESS ALBUM, IT IS SUCH A HAPPY ALBUM WHICH MAKES ME HAPPY', 'This is a long long time ago 😮😮', '🔥🔥🔥', 'slay swift', 'If this was posted now “Taylor swift coming to the hub” people would prob get the wrong idea😭']"
2507,XPBwXKgDTdE,"['Is Taylor Swift the anti christ?!', 'just to let you babe', 'my new name is Thomas by the way', 'i am ready now', 'when you will marry me. do now', 'I see you, Taylor Swift', 'ICONIC', '""i\'ll never leave you alone"" - literal goosebumps', '❤❤❤❤', 'Who is listening to this masterpiece in 2023']"
2508,w7p_BCIX-rw,"['Back when the internet was actually cool 🥴', 'Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333))', 'I need to know if they are still fans.', 'When I saw her I cried lol', 'NO WAY IT WAS 13 YEARS AGO 😮😂', 'Hug Scream 😱...', 'I love taylor swift.', 'Oh my gosh! I always smiling while watching them.', 'Hi Taylor Swift this LeBron Music Love YouTube video Cute 😍😍😍😍😍😍😍😍🥰🥰🥰🥰', 'Everyone wave to my girlfriend :)💜👫🕊💜']"
2509,IgZY0frgysw,"['Tat tay is such a slay slay ❤', 'She was walking like a newborn giraffe in the beginning 😂', 'Why YouTube recommended this video after 13 YEARS?! 😭 i had NEVER seen this before. Wow. It’s so cool.', 'Whos here in 2023', 'After 13 yrs you recommended this video to me 😂😂😂', 'Petition to have Taylor make more of these types of videos.\n\n👇🏻', 'Gym floors and heels dont mix well.  Its a great way to sprain an ankle.', 'Why did this come up on my YouTube home after like 13 years?\nAnyone else here the same time?', 'Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333))))))', 'I love basketball that’s the only thing I do in PE']"
2510,uhHMWLjL77U,"['Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333).', '✨TAYLOR SWIFT!!💜💙❤️..........................................................................................................................................................................................................................................................................', '😂😂😂😂😂😂', ""didn't know this ad was uploaded on april 26, 2010. that time I even hadn't known her already.\n\nI love that tx7 maroon edition with its separately sold plain n soft pink Sony leather case on ebay.  I didn't know this camera model through her. unfortunately..."", 'The last guy would be soooo me', 'The last guy is so real for that', 'I had no idea who she was when this commercial came out, but I remember googling her because I thought her face was super pretty.', 'There should be more Taylor Swift ads', 'Recommendations never cease to amaze', 'Твоім папараци мнє бить.❤🎉😊']"
2511,PVtlDvh74H8,"['Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333))..', 'I want to go to a concert', 'love see her vlog so much', 'A hug from John Fitilas\nChallenge #3...', 'People in 2010: “You’ve put cars that spell out 13?! That’s so crazy!!! I’ve never seen it before 😮”\n\nPeople in 2023: “ *LAST TO LEAVE THE MOON WINS $750k* “', '❤❤', 'I wasnt even born-', 'A Hug From John Fitilas\nChallenge #3...', '12 years ago \U0001f979\U0001f979\U0001f979', 'did she ever give them a hug?']"
2512,37Pc4cjk9pY,"['Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333)))))', 'This video was uploaded before 5 days of me being born😅', 'Is just ashley', 'Hi Taylor Swift this LeBron Music Love YouTube video Cute 😍😍😍😍😍😍😍😍😍😍😍🥰🥰🥰🥰🥰', ""Oink Oink.. Is that really Your Heart.. Why is this Heart so Big.. I wonder if I can Hold Your Heart.. I am looking at your Picture.. right Now.. I am smiling so Big.. why.. because I just want to know if I can Have Your Heart.. would YOU let me Have this Heart.. I can't stay away from this Giant Heart.. I am standing by the Line.. looking through the Glass Wall.. the Big Window.. But I know that I just can't cross.. I want to step on this Line.. but what would happen if I can cross over this Line.. would YOU open the Door.. would this Glass Wall slide over and let me in.. so My foot would cross over the Line.. and I would just look through the Glass Wall.. But that Heart.. my finger Points to Your Heart.. Can I touch this Heart.. I want to Have this Heart.. I wonder how does Your Heart feel.. if it is Soft.. Can I lay on top of Your Heart like it is a Pillow.. I am just standing here just dreaming.. wondering and wishing that I have this Heart.. How about my other Foot cross over this Line.. I wonder what would happen.. Can I cross the Line.. can the Other Foot cross over too.. I want to go over and touch.. Hold this Giant Heart and I want to see if Your Heart is Soft.. is it tender.. can Your Heart be so Kind and so Sweet.. How about my lip kisses Your Heart.. would my Lip be sealed to Your Heart.. attached.. all I can do is think and wonder.. but my two eyes are just looking through this Glass Wall.. this Big Window.. I just want to go over.. but why would not Open.. I know that the door has been opened and lead me to this Line.. One foot crosses over.. But I want it all.. I want Your Whole Heart.. this Big Heart.. this Giant Heart.. to me.. it is like a Teddy Bear.. Because all I need is Your Heart.. there is Nothing more I want or asking for but Your Heart.. Please.. Pretty Please.. Help me how to get to this Heart.. Your Heart.. this Giant Heart.. I really really want this Heart.. but.. there is NO way I can go over cause there is a Glass Wall.. this wall is the main reason why I can't get to Your Heart.. But.. I came this Far.. why don't you open this Glass wall.. I am here to have this Heart.. SO Please.. Open this Glass wall or tell me how to get in.. I know there is NO door or lock.. then what Am I suppose to do.. How do I get to this BIG GIANT Heart.. I want it.. I want to have this Heart but it seems impossible.. even crossing the line over.. there is another Line I see and has written X over it.. means I cannot cross over no more.. so what am I suppose to do.. and I turn to the right to look over.. there is a Microphone.. and I am wondering.. is this the answer.. is this the key.. Am I suppose to say something on this microphone.. what if my Voice is very loud.. and wakes UP your Heart.. I don't want to sound like a person who makes Your Heart to feel shiver or scared.. I want to tell Your Heart.. and I turn to look at Your Picture.. OH YEAH.. and I am looking through the Glass wall.. Looking at the Giant Heart.. so I am suppose to tell YOU how My Heart feels HUH.. I am suppose to say the words what YOUR HEART wants to hear or what is on my Mind and Heart.. Let me try my way then.. so My hand grabs the Microphone.. and my lip gets close to the Microphone.. I want Your Heart.. DO you know how much I want Your Heart.. I would look at your Picture.. do YOU know that I want to see YOU.. that YOU are the Most prettiest.. Most Beautiful that my eyes ever seen.. I know you have left this picture.. because why Would you leave this Picture behind.. did YOU know that I was the one to enter the Door.. and yes.. I stopped to have a peek.. and walk through the door.. I saw this Picture laying on the Floor.. I went over to pick it up.. but I knew.. I wanted your Heart.. when I stopped by the Line and I looked through the Glass wall.. My Breathe was taken away and my Mind was blown into pieces.. because I saw How BIG.. the Giant Heart was by the center of the floor.. I am not sure how many fellows in this world would be able to know this but I knew when I first saw Your Heart.. this Big.. This Giant Heart.. I fell in love.. I wanted this Heart.. I wanted to touch this Heart.. I want to have Your Heart right Now.. would you please show or tell me the answer.. that I need Your Heart.. I just can't live without Your Heart because I need Your Heart right Now.. How am I suppose to get this Heart.. as my hand holding the Microphone and I am speaking through the Microphone.. I am looking through the Glass Wall.. I want to see Your Heart.. this Giant Heart to Move.. Would you show me How to win Your Heart.. I want Your Heart so bad.. I know that I can't leave without first getting Your Heart.. as I am looking around.. I look down.. there is a Third Line and I see the Glass Jar.. it is an Empty Glass Jar.. now My lip smiles more because.. if I can cross two Lines.. and by the time I go to the third line I know I am able to go to the Glass Jar.. so.. is this Glass jar for Me.. is this really for me.. you have left this Behind so that I am able to go get this Glass Jar.. I know it is empty right Now.. but once I have put my hands on it.. I know I am going to grab Your Big Heart.. But.. I need to know.. How do I get to Your Heart after I am able to have the Empty Glass Jar.. I would hold the Microphone in my hand and I would speak.. Please tell me.. I want to know how to get to Your Heart.. If I don't have a clue.. I know I have no answers then I am asking the One who knows and has the answers.. and I am sure YOU know how to Open this Glass wall because I have no idea.. I have no clue.. Please tell me.. and I am looking through the Glass Wall.. I see this Giant Heart Move.. I just can't believe it.. I would smile Big.. I see this Heart.. this Giant Heart be moving.. I put my lip on the Microphone.. can I say something.. How does Your Heart feel.. if I can hold and touch Your Heart.. is Your Heart soft and tender.. if I lay my head ON top of Your Big Heart.. is it like a Pillow.. would it be soft.. I want to hold Your Heart if it is soft and I want to love it.. and I would turn to Look at your Picture.. I put my Lip on the Microphone.. and I would speak.. Do you know that I loved YOU since I put my eyes on You.. from the first time I glanced Your way.. toward your direction.. My Heart has been skipping beats.. my Heart has been telling me that I want to See YOU.. and I would wonder.. How would it feel to be close to You.. to be near YOU.. How would my Heart feel or react when I be close to YOU.. and since I am unable to see YOU.. this is the reason why it hurts me the most.. if YOU wonder about my Pains and why I deal with great sufferings.. I will tell YOU why.. it is because I miss YOU.. did YOU ever felt when YOU be missing someone.. for so long YOU are just missing.. and it never heals because I keep on missing YOU and it has been a while now.. I am wondering.. when can I see YOU.. Not just by looking at the Picture.. but face to face in person.. I want to see You so that I can tell YOU how much I have been missing YOU for a while.. for a long time Now.. so that I can tell YOU I love YOU.. so much.. that I love YOU.. No matter how far YOU are.. that I love YOU.. even missing YOU.. I will tell YOU that I love YOU.. YOU are the only One who makes me feel this way that as far as YOU are and I am missing YOU because YOU are so Far.. being so far I can say that I love YOU.. I don't like the feeling that YOU are so far but.. I want YOU near.. I want YOU close.. loving YOU either far and missing YOU and also just loving YOU here.. I want to see YOU close.. I want to see YOU Near.. I want to just love YOU where you are.. why because I just do.. as I am standing.. my Other foot crosses over the First line.. and I am looking at the second Line.. I know that I needs to take few steps closer too it.. I needs to cross over so that I can go to the line on the third.. I want that Heart.. I want Your Heart.. I need Your Giant Heart.. what would you do if I am able to get hold to that Heart.. would you come over.. would you show me Your Face.. if I am able to get through that Glass Wall and enter.. Putting Your Giant Heart into the Empty Glass Jar.. are YOU going to show me your Face.. will you show me YOU.. that I am able to hold you close.. Hold you near and to tell YOU how much I missed YOU and say to You how much I love YOU.. would YOU open the Glass Wall for me.. if I am able to cross over the second Line.. and My hands able to grab hold unto the empty Glass Jar.. I need It.. I want It.. I want that Heart.. finger points.. at the Giant Heart.. I need that Heart.. I want it.. Please.. Give me Your Heart.. Please.. I want Your Giant Heart.. Help me to get to Your Heart.. just please help me a way so I can be with Your Heart so that I can love YOU.. so that I can love your Heart.. Please help me.. so that I can love YOU.. do you not want me to Love YOU.. how can I love YOU if you don't want to help me.. YOU know that I have been here.. waiting for YOU.. I have been standing by this door.. for such a Long time.. for a while.. asking YOU to open the door.. I remember I was walking.. and I got a Note from YOU.. of course I would be by this door.. and I would be knocking at the door.. asking the door to be opened.. I would stay by the door.. I saw Hot sunny days.. and I would watch the night.. stars shines and Moon comes UP.. I would keep on coming to this Door.. a Note coming to my door.. and I saw a picture that was sent to me.. I fell in love with the picture.. but I did not know why it was left at my door.. as the note told me and gave me a direction.. but the door that I came too was shut.. it was closed and locked.. only thing I had in my hand was your Picture.. I wanted to meet YOU.."", '🥇🍀', 'Youtube is recommending me after 13 years ???', 'MOOOMMma swift served.', 'e', 'Young taylor was so funny :-) but now not old , still young for me .a Hug from Taylor Swift.']"
2513,Uo6HuSCBZu4,"['Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333))))))', '✨ TAYLOR SWIFT!!💜💙❤️..........…..............................................................................................................................................................................................................................................................', 'I still need to know if these guys are still fans.', 'This was posted 13 yrs ago', 'y', 'So she is seeing the numbers. I guess that explains a lot.', 'Hi Taylor Swift this LeBron Music Love YouTube video Cute 😍😍😍😍😍😍😍😍😍😍🥰🥰🥰🥰🥰🥰', '13 years ago. GOT A TICKET.', 'I wish ❤', 'Her hair \U0001f979']"
2514,mxBSpHji2oo,"['Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333)....', 'I need to know if these guys are still fans.', '✨TAYLOR SWIFT!!💜💙❤️..........................................................................................................................................................................................................................................................................', 'Love U ♥️', 'love you taylor 💖', 'i want to meet taylor swift SO bad', 'Sometimes i wonder how it used to be so easy to meet Taylor 😢❤', 'beautiful blue eyes ❤', 'I wish I could get a hug from Taylor swift', ""Taylor's an amazing Artist..to write and perform Songs is a very rare Gift, as most people sing Songs written by others..what could happen is Taylor will run out of things to write about and 'Dry up' like Writers do occasionally...She's a gift anyway...""]"
2515,U3yPyVFKGG8,"['Taylorrr', 'Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333).', 'WHY WAS THIS MASTERPIECE RECOMMENDED TO ME 13 YEARS LATER?!?! ILY TAYLOR', 'here at 1.3 mil views!', 'Mama & papa swift are hilarious', '13 years ago and yt is recommended it to me.', 'THIS WAS 13 YEARS AGO OMGOMGOMG', 'Hope I do exist in your eyes 👀, in your heart ❤️.... Darling...', 'This was the same table in her documentary Miss Americana!', 'Why do I only see this stuff like 10 yrs later…']"
2516,VhFFAQuAUqo,"['Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333))))))))', 'Taylor swift likes it when another person paints her toes for her ❤❤❤', ""CAN YOU PLEASE COME BACK TO AUSTRALIA??????? I'M BEGGING YOU"", 'as fãs brasileiras ali  ', 'there never would have been A Dull moment with Andrew there 😊🥰🥰🥰', 'And I’ve done cross country road trip life so it kind of the same but how coool I like these kind of videos \U0001faf6🏽', 'Omg I’m watching 13 years latereer what are the odds woahhh', 'These video vlog thingys are funnnnn I like itttt', '❤❤❤❤❤❤', '1:12 SYDNEY 🏌️\u200d♀️']"
2517,ptSjNWnzpjg,"['2023 im here', 'Happy 15 years of Fearless💛\n11/11/2008', 'Happy Birthday Fearless', '2023 im here', '2023 and I am here singing my heart out', 'Assistindo em 2023', '2023', 'Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333))))))', 'Fearless is 13 years old now ❤😢', '2023 and still here']"
2518,Pb-K2tXWK4w,"[""15 years of 'fifteen'"", 'Happy 15 years of Fearless💛\n11/11/2008', 'Happy 15th birthday, to Fearless!', 'Guys it’s 15’s 15th birthday?', 'I am turning 15 in a few months I love this song', 'P.S.- Speak Now Taylor at the end.💜', 'HAPPY FIFTEENTH BIRTHDAY TO FEARLESS', '15 is 15 today \U0001f979', ""It's been 13 years since this masterpiece album was born🎉"", ""Please pay attention to this song. The first real kiss I ever experienced was when I was 32. I had loves before that, I was not inexperienced, but the first one that mattered took that long to get. The entire world disappeared and I am married to that woman and I love her. We have been through some really hard things together. But I am her's and she is mine. 15 is so young. Please respect yourself and find your person. They won't be perfect, but they will love you for who you are.""]"
2519,wzLhAZn_JMk,"['Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333)...', '✨ TAYLOR SWIFT!!💜💙❤️............................................................................................................................................................................................................................................................................', ""Oink Oink.. I am sitting down by the Shore... watching the Sunset... waves of water rushing IN and Out... Next To me Sits Me Little Heart Heart... One hand is a Bottle... I would take a CHUG CHUG CHUG CHUG.. the Other Hand I am holding YOUR picture... Why are you so Beautiful... Whenever I take a Look at the Picture of You... Me Heart Heart... wants to Cry... it leaves me speechless... YOU are so breathe taking Beautiful... I can't breathe because YOU are so Beautiful... I take Another CHUG CHUG CHUG CHUG of the Bottle... Now I feel so Sad... Because On the Other Hand I look at your Picture... I want to scream because I want to HOLD YOU... I want YOU here with me right Now... I want to see YOU close.. and I want to HOLD YOU.. I want to Hold YOU and Hold YOU.. Hold YOU still... Now I feel like I am missing YOU... missing YOU makes me so Sad... I take another CHUG CHUG CHUG CHUG of the Bottle... as I look at the Bottle.. now it is empty... STILL.. in my other hand.. There is Your Picture.. always so Beautiful.. Your smile... OH GOSH GOSH.. and I would say OH WOW!! but makes me so SAD because I am sitting here.. watching the sunset.. sun goes Down.. I am missing YOU... I miss YOU so much.. and I want YOU near.. I want to tell You what ME HEART HEART wants to say TO You.. That I want to say I LOVE YOU... can YOU hear me words Out Loud... can YOU hear the words Out of me Mouth.. that I love YOU... I wish that at least YOU can send me YOUR HEART.. as long as Your heart is here.. I can say it to YOUR HEART.. that I love YOU... as I am sitting.. Me Heart Heart points.. And I look across.. WHAT IS IT?? the Heart heart says.. I wonder why YOU have to be so FAR... WHY do you have to be so Far that I am missing YOU right Now... I am always missing YOU.. and Since I am holding the Picture.. I am thinking about YOU a lot more than I should... I should STOP but I can't.. I can't stop looking at Your Picture because YOU are so Beautiful.. the Heart heart looks at me.. and I look at ME Heart Heart.. I know.. I know what YOU be thinking and feeling.. I do Miss YOU a lot but also LOOKING at your picture.. I just can't take my eyes off of YOU because I want to say something to YOU and TO your Heart.. I love YOU and Yes I miss YOU... please come BACK... Please Come back to Me.. let my arms wrap around YOU.. I want to hold YOU and I want to feel YOUR heart beating.. CAN I hear your heart... I want to hear the Beating so that I know that IT IS YOU... I look at the picture of YOU in one hand.. I would fold IT and put into the empty Bottle.. I have ME a Note and a Pen and wrote on it.. FOLD the Note and put into the Bottle... I look at the waters and tossed the Bottle into the waters... If I keep on looking at your Picture.. I know YOU would drive me crazy... I lie away.. I lie away driving myself Crazy.. Because I am thinking of YOU.. and YES Missing YOU as well... I look at the Bottle in the waters.. I look at me Heart heart.. LOOK at the bottle... What did I write in that Note.. I wrote.. I LOVE YOU and I Miss YOU... YOU drive me crazy because I am thinking of YOU.. YOU are MY beautiful FLower.. my everything.. my forever.."", 'BRING IT BACK TAYLOR 😢❤', 'So Nice💕💕💕💕💕💕💕💕👍👏🎸', 'Omg I love watching old Taylor videos', '⭐🍀💘', 'These are gold', '❤❤', '⭐🥇🍀']"
2520,GVKuFZhB1e8,"['Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333)))))', ""Even though it's 2023 this is still so cool!"", 'She does Pop. She does Country. She does Rock. Undeniable talent cannot be denied.', 'real', 'It’s 2023! I think this is great for being 13 years old.', 'Its September 18, 2023', 'Mum can we go see the eras tour “no we have the eras Tour at home” the eras tour at home', 'Anyone else here from that tiktok?', '“We’ve got Eras Tour at home”\n*The Eras Tour at home*:', '*hey! she should do this for eras tour also* 😂😂']"
2521,SnN7kIqDgz0,"['Oml she SO cuteeeeeee!!!!!! \U0001faf6\U0001faf6\U0001faf6', 'and now she on the biggest tour in history.', 'Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333)).', 'I LOVE U SO MUCH', '❤😊🎉', 'such a precious persooonnnn 😭😭', 'Now she is carrying the whole music industry ❤', 'I feel like if you told younger Taylor that she was the 2nd most popular artist on spotify she wouldn’t believe you.  💗💗', 'That poor dog got spooked😅', 'her reactions are so cute omg!']"
2522,x2hRdQnbzKQ,"['Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333)))...', '✨ TAYLOR SWIFT!!💜💙❤️.........................................................................................................................................................................................................................................................................', 'HELP LMFAO', 'JUSTIN Y TAYLOR CHIQUITOS 😭💜', ""It's fun to see how she has evolved and transitioned over the years ! 🤍"", 'should of dated Justin.', 'I like the KISS scene.', ""as always she being a cutie. i can't wait for the blonde here in Brazil in November."", 'why taylor swift is so lovely', '💜💜💜💜💜💜💜💜💜💜💜💜💜']"
2523,Y3eRmLTN7FQ,"['Heyyy, I know you\'re probably busy so I\'ll keep this short, so it\'s my friend\'s birthday on 23 November and I just want you to reply ""Happy Birthday Chhavi"" if at all possible, please, please, please, she\'s one of your biggest fans for real and I\'m sure she\'d love to see that her favourite artist wished her for her birthday, so yeah, please ❤️🙏🏻 (Gonna try to post this on every video of yours in hope you see and reply<333)......', 'muito nenem', 'there’s paul sidoti \U0001f979 \ntaylor: after all these years? \nthe agency: always', '*i’m as stoked to heart I’m Only Me When I’m With You (Taylor’s Version)*', 'Hi Taylor Swift this LeBron Music Love YouTube video Cute 😍😍😍🥰🥰🥰😍🥰😍🥰🥰', '2023', '1:51 is that foreshadow to her future album 1989?', 'And im only me when im with your music 😢', '2023?', 'So overwhelming to see this ❤ love you taytay']"
2524,Jb2stN7kH28,"['Sometimes I wanna be Travis kelsey so bad lol 😂', 'ANYONE 2024❤❤❤❤❤', 'I love 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰', '❤❤', 'Yesss I love this song ny sister does to', 'She looks like barbie', 'I miss her country days', 'This reminds me of a few years ago i went to a sleep away camp and the entire camp had a country themed party.', 'Obsessed with this song', 'Preciosa una princesa,dios la siga bendiciendo ..❤']"
2525,GkD20ajVxnY,"['2023 anyone❤', ""She will always sound and look like an angel that fell gracefully fell from heaven and blessed us with her songs! I LOVE YOU TAYLOR!!!!! I'm so proud of you, when I was a baby I would listen to your early songs! I hope you have a great life and keep on growing and sounding better, (if that's possible because you already have an amazing voice!) From Tim McGraw to where you are now! Wow! I LOVE YOUUUUUUUUUUUUUUUUUUUUUUUUUUU!"", 'Nov. 2023 who is here ?', 'The only TS that matters', ""I can't wait for debut Taylor's Version. Taylor at her earliest years in her present voice 🥺"", 'Others persons listening this song in 2023😅\U0001fae3', 'Is she holding a GPU?', 'The start of the Legendary Taylor Swift💗💗💗', 'My grandma actually showed me this one...', '2023']"
2526,xKCek6_dB0M,"['anyone here after 1989 tv?', 'I love you 😍 ❤', 'A medley of taylor swift songs from each album\nHe\'s the reason for the TEARDROPS ON MY GUITAR\nThe only one who drives me head first, FEARLESS\n\'Cause he\'s the best thing, that\'s ever been MINE!\nBut loving him was red \nAnd we found wonderland, him and i got lost in it\nDon\'t blame me, love made me crazy\n""You know I love a london boy""\nand there went the last great american dynasty\nAnd there he tolerates it\nAnd now Karma is my boyfriend', ""LYRICS\n\nDrew looks at me, I fake a smile so he won't see\nThat I want and I'm needing everything that we should be\nI'll bet she's beautiful, that girl he talks about\nAnd she's got everything that I have to live without\nDrew talks to me, I laugh 'cause it's just so funny\nBut I can't even see anyone when he's with me\nHe says he's so in love, he's finally got it right\nI wonder if he knows he's all I think about at night\nHe's the reason for the teardrops on my guitar\nThe only thing that keeps me wishing on a wishing star\nHe's the song in the car I keep singing, don't know why I do\nDrew walks by me, can he tell that I can't breathe?\nAnd there he goes, so perfectly\nThe kind of flawless I wish I could be\nShe'd better hold him tight, give him all her love\nLook in those beautiful eyes and know she's lucky 'cause\nHe's the reason for the teardrops on my guitar\nThe only thing that keeps me wishing on a wishing star\nHe's the song in the car I keep singing, don't know why I do\nSo I drive home alone, as I turn out the light\nI'll put his picture down and maybe get some sleep tonight\n'Cause he's the reason for the teardrops on my guitar\nThe only one who's got enough of me to break my heart\nHe's the song in the car I keep singing, don't know why I do\nHe's the time taken up, but there's never enough\nAnd he's all that I need to fall into\nDrew looks at me, I fake a smile so he won't see"", 'This song makes me cry', 'Debut Stan before debut tv', 'So I feel like that at school so I met this boy and he was really nice to me when we first met but now he’s staring at me like crazy at lunchtime and I feel so uncomfortable and he knows that I like him but I heard that he likes someone else but that girl he likes she hates him -   Zarin', 'Loved this tAyLoR', 'Here! 11/12/23', 'HES THE REASON FOR THE TEARDROPS ON MY GUITAR']"
